Symbol,Name,Sector,Price,Dividend Yield,Earnings/Share,Market Cap,EBITDA,Assets,Revenue
ADM,Archer-Daniels-Midland Co,Consumer Staples,41.35,3.1761081,2.17,23594770663,2927000000,32.0542635658915,78.7935497523148
AJG,Arthur J. Gallagher & Co.,Financials,64.4,2.4807138,2.54,11968488290,888000000,22.0547945205479,33.1955084002935
AIZ,Assurant Inc,Financials,85.16,2.5313594,9.08,4653993594,0,76.0357142857143,86.7045019754902
T,AT&T Inc,Telecommunication Services,35.57,5.4156513,4.76,226713270000,49653000000,19.7611111111111,25.2571299379571
ADSK,Autodesk Inc,Information Technology,104.81,0,-2.61,24348294504,-378100000,0.467630393075447,6.34949675346311
ADP,Automatic Data Processing,Information Technology,108.25,2.2190912,3.85,50337702249,2767400000,8.41757387247279,26.7394249094454
AZO,AutoZone Inc,Consumer Discretionary,718.57,0,44.09,19922021415,2347304000,5.2746825222051,388.19737781334
AVB,"AvalonBay Communities, Inc.",Real Estate,154.94,3.7149355,6.36,21856547430,1331579000,73.0849056603774,15.1143044883651
AVY,Avery Dennison Corp,Materials,110.77,1.5682175,3.11,10104814319,831200000,12.5447338618347,72.8438544598596
BHGE,"Baker Hughes, a GE Company",Energy,27.5,2.4991322,-0.31,32995712852,285000000,12.2222222222222,14.1825354195929
BLL,Ball Corp,Materials,38.44,1.0170354,0.85,13767688518,1317000000,10.6187845303867,24.4896934640869
BAC,Bank of America Corp,Financials,29.74,1536,1.55,321478200969,0,23.9838709677419,9.29030271704806
BAX,Baxter International Inc.,Health Care,62.56,0.97635394,1.29,35713732553,1832000000,16.5941644562334,18.1890001091456
BBT,BB&T Corporation,Financials,51.07,2.4526198,2.74,42087562920,0,32.9483870967742,14.7805747417951
BDX,Becton Dickinson,Health Care,211.44,1.3518385,4.65,50910180308,1537000000,53.1256281407035,37.1514762712955
BRK.B,Berkshire Hathaway,Financials,191.42,0,9.76,261401203633,0,121.151898734177,133.596385094825
BBY,Best Buy Co. Inc.,Consumer Discretionary,68.79,1.9085041,3.81,20831186176,2555000000,14.3611691022965,89.6689448366272
BIIB,Biogen Inc.,Health Care,311.79,0,11.94,69157726427,6511400000,56.5862068965517,54.3430614251411
BLK,BlackRock,Financials,509.38,2.1643558,30.3,85907759858,5684000000,172.671186440678,73.6543214632146
HRB,Block H&R,Financials,25.19,3.7296038,1.92,5381433872,894754000,0.12263278321406,12.4774276943219
BA,Boeing Company,Industrials,329.66,1.9648397,13.47,205617405233,12476000000,1.80279995625068,152.899234506638
BWA,BorgWarner,Consumer Discretionary,51.94,1.2363636,0.55,11596117445,867900000,17.9723183391003,32.8082663187331
BXP,Boston Properties,Real Estate,112.09,2.7744062,2.93,17799878487,1546846000,35.584126984127,16.3887231431609
BSX,Boston Scientific,Health Care,25.2,0,0.07,36142506007,1726000000,5.27196652719665,6.21350030882576
BHF,Brighthouse Financial Inc,Financials,55.44,0,-24.62,7066613254,0,108.705882352941,39.0742889346322
BMY,Bristol-Myers Squibb,Health Care,62.69,2.5546863,2.65,102506501960,5170000000,9.28740740740741,9.63982365073607
AVGO,Broadcom,Information Technology,229.57,2.9488583,4.01,92791974933,7016000000,52.175,32.9752267091724
BF.B,Brown-Forman Corp.,Consumer Staples,63.33,1.1216964,1.7,5498033502,1139000000,5.12378640776699,34.3971707091444
CHRW,C. H. Robinson Worldwide,Industrials,90.47,1.987685,3.57,12932483889,868096000,9.71750805585392,106.082430257838
CA,"CA, Inc.",Information Technology,32.66,3,1.85,14175422936,1613000000,13.3852459016393,9.67920948183185
COG,Cabot Oil & Gas,Energy,23.01,1.0269576,-0.92,10808821635,404951000,5.46555819477435,2.66420307966129
CDNS,Cadence Design Systems,Information Technology,36.82,0,0.74,10890625200,455607000,3.35336976320583,6.40154443779331
CPB,Campbell Soup,Consumer Staples,44.83,3125,2.89,13467193376,1683000000,5.66750948166877,18.7587326126571
COF,Capital One Financial,Financials,91.8,1.6306564,3.45,47637260000,0,97.6595744680851,57.622036474498
CAH,Cardinal Health Inc.,Health Care,66.63,2.8394227,4.04,20493281175,1913000000,21.990099009901,315.316398213141
KMX,Carmax Inc,Consumer Discretionary,64.34,0,3.97,11827453706,1339628000,18.1239436619718,93.0594621614355
CCL,Carnival Corp.,Consumer Discretionary,66.76,2.6041667,3.58,49180044050,4711000000,33.38,23.717676095485
CAT,Caterpillar Inc.,Industrials,145.99,2.0215108,1.26,91822049046,8136000000,25.3895652173913,71.3244808052675
CBOE,CBOE Holdings,Financials,111.15,0.9426963,2.27,12998295607,488406000,21.5825242718447,13.4742919238379
CBG,CBRE Group,Real Estate,41.92,0,1.69,14440591731,1652961000,11.2085561497326,28.668499344256
CBS,CBS Corp.,Consumer Discretionary,51.8,1.3473054,2.81,20431395736,2841000000,7.49638205499276,24.6022123848202
CELG,Celgene Corp.,Health Care,91.02,0,3.58,74921079154,5233000000,12.1522029372497,15.6121597833028
CNC,Centene Corporation,Health Care,100.36,0,3.23,18012494506,2063000000,38.8992248062016,199.575911131846
CNP,CenterPoint Energy,Utilities,25.85,4.2109256,1,11362043297,2337000000,8.05295950155763,15.8953506683457
CTL,CenturyLink Inc,Telecommunication Services,16.2,12.661196,1.16,18237196861,5577000000,11.6546762589928,10.948916949356
CERN,Cerner,Health Care,61.22,0,1.84,21101697598,1523440000,13.2510822510823,11.0186367948459
CF,CF Industries Holdings Inc,Materials,37.46,3.0395136,-1.2,9209106695,711000000,13.3309608540925,12.4681937907463
SCHW,Charles Schwab Corporation,Financials,48.9,0.76878726,1.61,69750188843,0,10.8425720620843,6.15124128652771
CHTR,Charter Communications,Consumer Discretionary,348.65,0,34.08,86708878113,14694000000,153.590308370044,164.390596772993
CHK,Chesapeake Energy,Energy,2.82,0,-6.44,2626102121,1470000000,1.53260869565217,6.91766778238999
CVX,Chevron Corp.,Energy,112.3,3.885853,4.85,218978820159,28877000000,65.6725146198831,68.102445726808
CMG,Chipotle Mexican Grill,Consumer Discretionary,266.01,0,0.8,7685283970,401293000,43.5368248772504,104.220158296633
CB,Chubb Limited,Financials,140.39,1.9251627,8.2,68424670566,0,103.992592592593,66.8981360918422
CHD,Church & Dwight,Consumer Staples,47.38,1.8366054,2.92,11838963451,868000000,7.54458598726115,14.9546524940245
CI,CIGNA Corp.,Health Care,189.27,0.020466639,7.2,47680910480,0,55.8318584070797,122.049676223689
XEC,Cimarex Energy,Energy,100.19,0.30214334,-4.64,10089082025,1061056000,23.4088785046729,13.2588785786334
CINF,Cincinnati Financial,Financials,70.34,2.918904,3.55,11916533018,0,43.9625,25.5162099032931
CTAS,Cintas Corporation,Industrials,149.32,1.0344827,4.38,16676145923,1097295000,22.8667687595712,54.0739088066632
CSCO,Cisco Systems,Information Technology,38.77,2.8755577,1.91,199425716482,15447000000,12.628664495114,7.06911836406343
C,Citigroup Inc.,Financials,71.87,1.7068943,-3.1,192709302000,0,79.8555555555556,32.8810326995854
CFG,Citizens Financial Group,Financials,42.19,1.9625335,3.27,22008050974,0,39.0648148148148,12.4390628913005
CTXS,Citrix Systems,Information Technology,84.53,0,-0.24,13199167493,810268000,12.5601783060921,17.7812971549883
CME,CME Group Inc.,Financials,153.04,3.6828613,11.94,54423298745,2851800000,60.9721115537849,10.2836980941695
CMS,CMS Energy,Utilities,41.77,3.3918407,1.99,11873960824,2099000000,15.7622641509434,16.9029409417637
KO,Coca-Cola Company (The),Consumer Staples,43.1,3.3213644,1.49,189855335601,8589000000,4.98265895953757,6.31766756990257
CTSH,Cognizant Technology Solutions,Information Technology,75.16,1.0454783,2.54,45119684067,2946000000,19.0761421319797,18.9422974925121
CL,Colgate-Palmolive,Consumer Staples,68.95,2.2801766,2.28,61616643498,4064000000,0.291641993063193,17.2343245756969
CMCSA,Comcast Corp.,Consumer Discretionary,38.19,1.8929017,4.74,186476996883,28675000000,14.411320754717,17.5201585044473
CMA,Comerica Inc.,Financials,89.18,1.2823253,4.13,16274969256,0,45.5,18.1796981004071
CAG,Conagra Brands,Consumer Staples,35.49,2.3683476,1.46,14379717835,1281200000,9.19430051813472,19.3987491878926
CXO,Concho Resources,Energy,140.09,0,-11.04,22021882339,2151190000,53.6743295019157,11.4154627899019
COP,ConocoPhillips,Energy,53.24,2.049254,-0.65,65482462410,5328000000,24.6481481481482,25.6403131219696
ED,Consolidated Edison,Utilities,74.73,3.8001595,4.1,23335777662,4288000000,47.2974683544304,25.24454065273
STZ,Constellation Brands,Consumer Staples,208.73,0.9712818,8.71,41697453163,3033300000,40.6089494163424,40.564785886805
GLW,Corning Inc.,Information Technology,28.45,2.0791416,-0.78,25759280346,2970000000,16.6374269005848,11.1801788985814
COST,Costco Wholesale Corp.,Consumer Staples,178.61,1.0917627,6.09,80439804508,5679000000,24.6698895027624,291.827879880501
COTY,"Coty, Inc",Consumer Staples,19.96,2.860412,-0.63,13101112504,211400000,14.5693430656934,9.94925878022088
CCI,Crown Castle International Corp.,Real Estate,103.81,3.862069,1.02,44183023189,2292600000,29.3248587570622,10.2525448404396
CSRA,CSRA Inc.,Information Technology,30.85,1.275917,1.83,5134501276,543000000,2.71328056288478,23.15224971949
CSX,CSX Corp.,Industrials,50.47,1.5102888,6.07,47340511707,5003000000,11.8196721311475,11.9700547036481
CMI,Cummins Inc.,Industrials,165.73,2.5008683,8.23,28669230787,2924000000,42.6041131105398,85.4006829168953
CVS,CVS Health,Consumer Staples,70.55,2.6899798,4.91,75323141722,11704000000,33.1220657276995,128.307253588238
DHI,D. R. Horton,Consumer Discretionary,44.55,1.0801469,2.73,17390873686,1691000000,20.5299539170507,37.3396344420453
DHR,Danaher Corp.,Health Care,92.16,0.5879265,3.53,66351150000,4339800000,34.777358490566,24.9872704823226
DRI,Darden Restaurants,Consumer Discretionary,91.33,2.6503997,3.81,11745595320,997600000,15.5059422750424,59.775527285208
DVA,DaVita Inc.,Health Care,71.91,0,4.3,13685178000,2252294000,25.7741935483871,62.7958318098656
DE,Deere & Co.,Industrials,153.66,1.4866204,6.64,52186628646,4053300000,28.9378531073446,64.7086250541555
DAL,Delta Air Lines Inc.,Industrials,51.23,2.2655525,4.94,38393603535,8348000000,19.187265917603,55.8107000409206
XRAY,Dentsply Sirona,Health Care,56.85,0.60034305,1.99,13390513478,-411100000,31.5833333333333,12.2885387814179
DVN,Devon Energy Corp.,Energy,34.94,0.6528836,-6.89,19317380000,3723000000,12.259649122807,16.911573091877
DLR,Digital Realty Trust Inc,Real Estate,98.96,3.5710857,2.19,21400952517,1260662000,42.6551724137931,7.95820750865242
DFS,Discover Financial Services,Financials,72.4,1.8269607,5.41,27433540000,0,28.7301587301587,30.664550360912
DISCA,Discovery Communications-A,Consumer Discretionary,22.87,0,1.96,8763756733,2100000000,15.2466666666667,12.6767652132269
DISCK,Discovery Communications-C,Consumer Discretionary,21.58,0,1.96,8320262123,2100000000,15.0909090909091,12.5846181443135
DISH,Dish Network,Consumer Discretionary,43.77,0,3.06,21032719056,2754331000,11.6409574468085,23.6315576155138
DG,Dollar General,Consumer Discretionary,95.1,1.0625255,4.43,26580644874,2457604000,20.9933774834437,62.2223955347482
DLTR,Dollar Tree,Consumer Discretionary,101.58,0,3.77,25151198417,2430300000,24.8970588235294,63.1026174168069
D,Dominion Energy,Utilities,73.31,4.5281997,4.91,47543571860,6428000000,24.7668918918919,19.3153782607644
DOV,Dover Corp.,Industrials,96.2,1.8815053,5.15,15566645713,1513291000,26.7966573816156,48.4347812077077
DWDP,DowDuPont,Materials,68.21,2.1529746,1.59,165203312427,5250000000,44.2922077922078,25.3357845763722
DPS,Dr Pepper Snapple Group,Consumer Staples,116.93,1.9661016,4.54,21209783858,1507000000,11.7047047047047,27.7419355144842
DTE,DTE Energy Co.,Utilities,98.49,3.5559585,4.82,17808073691,2790000000,50.5076923076923,51.5872629272213
DUK,Duke Energy,Utilities,74.32,4.7849464,3.12,52078185682,9895000000,58.5196850393701,25.3229623218376
DRE,Duke Realty Corp,Real Estate,24.52,3.1533308,0.88,9035293365,529483000,12.639175257732,1.52513578653374
DXC,DXC Technology,Information Technology,91.92,0.7493755,-0.89,27408621020,1628000000,40.6725663716814,46.9026135501712
ETFC,E*Trade,Financials,48.48,0,2.15,13754977266,0,22.5488372093023,8.5215048471332
EMN,Eastman Chemical,Materials,93.57,2.2630835,10.12,14226830813,2152000000,33.658273381295,62.7784969726165
ETN,Eaton Corporation,Industrials,79.41,2.9404557,6.68,35961772000,4253000000,36.594470046083,43.7237938047332
EBAY,eBay Inc.,Information Technology,41.02,0,-1.07,44216696399,2941000000,10.7947368421053,8.77993098700273
ECL,Ecolab Inc.,Materials,127.76,1.2319711,4.14,38460272282,2848600000,24.1969696969697,34.1963733161545
EIX,Edison Int'l,Utilities,58.07,4.0542803,3.96,19447670886,4284000000,36.5220125786164,26.8706373389416
EW,Edwards Lifesciences,Health Care,123.78,0,2.88,27447099863,1156700000,14.5966981132075,15.8118061409208
EA,Electronic Arts,Information Technology,116.54,0,3.07,37890226992,1560000000,13.6463700234192,15.6606491332347
EMR,Emerson Electric Company,Industrials,66.4,2.813225,2.35,44040298425,2542000000,13.2534930139721,18.0888222193503
ETR,Entergy Corp.,Utilities,72.02,4.892126,-3.26,13116894887,880700000,46.7662337662338,46.3356283473422
EVHC,Envision Healthcare,Health Care,35.34,0,-0.48,4212729247,827200000,55.21875,28.7996323035061
EOG,EOG Resources,Energy,101.04,0.63339007,-1.98,61164030149,3692749000,22.2065934065934,12.5937614514235
EQT,EQT Corporation,Energy,46.25,0.2518363,-2.69,12638828950,1518305000,21.5116279069767,7.11677435718332
EFX,Equifax Inc.,Industrials,114,1.3265306,4.04,14121334618,1141200000,24.8366013071895,20.2349892855732
EQIX,Equinix,Real Estate,409.98,1.8775817,1.77,33333813618,1687152000,79.7626459143969,38.5350840519381
EQR,Equity Residential,Real Estate,55.26,3.5437918,1.63,20925508143,1710686000,26.4401913875598,6.43035256741077
ESS,"Essex Property Trust, Inc.",Real Estate,218.28,3.2138102,6.27,14383525286,1237886000,94.904347826087,15.3901642481225
EL,Estee Lauder Cos.,Consumer Staples,131.46,1.1283498,3.35,49543264457,2478000000,12.1497227356747,33.2619960593163
RE,Everest Re Group Ltd.,Financials,241.06,2.1078234,23.71,10131892523,0,207.810344827586,114.834288205576
ES,Eversource Energy,Utilities,56.11,3.3397784,2.96,18027633617,2738713000,33.3988095238095,18.021986309393
EXC,Exelon Corp.,Utilities,35.98,3.8174274,1.23,34734816899,8548000000,28.5555555555556,25.8219700756523
EXPE,Expedia Inc.,Consumer Discretionary,123.03,0.92785895,1.81,19722178609,1481458000,29.7173913043478,49.06500712645
EXPD,Expeditors International,Industrials,60.36,1.3520038,2.36,11040678071,721643000,10.8756756756757,27.5576297333859
ESRX,Express Scripts,Health Care,73.35,0,5.39,42449656350,7309300000,27.6792452830189,127.369365394596
EXR,Extra Space Storage,Real Estate,77.56,3.879632,2.92,10133547517,717468000,17.0837004405286,6.35486739744911
XOM,Exxon Mobil Corp.,Energy,76.07,4.0031195,1.88,326148660000,39052000000,41.1189189189189,42.9726814184928
FFIV,F5 Networks,Information Technology,137.25,0,6.51,8744185796,629940000,20.0072886297376,33.3101929627321
FB,"Facebook, Inc.",Information Technology,171.58,0,5.39,523423036576,23624000000,24.2344632768362,12.9572895023828
FAST,Fastenal Co,Industrials,52.15,2.7798648,2.01,15311373377,1009600000,7.05683355886333,15.0159358959187
FRT,Federal Realty Investment Trust,Real Estate,108.11,3.5925992,3.5,8077368506,540767000,27.1633165829146,8.3815291286241
FDX,FedEx Corporation,Industrials,239.27,0.7963368,11.07,67280478816,8062000000,61.3512820512821,222.541882741346
FIS,Fidelity National Information Services,Information Technology,92.74,1.322724,1.72,32308459680,2782000000,28.5353846153846,19.7157995346655
FITB,Fifth Third Bancorp,Financials,31.1,1.9789734,2.85,22437653700,0,21.3013698630137,10.7975433540461
FISV,Fiserv Inc,Information Technology,133.05,0,4.14,26918949723,1911000000,11.5294627383016,20.4104705944256
FLIR,FLIR Systems,Information Technology,46.46,1.2396694,1.21,6706992926,375267000,13.1988636363636,9.04249759778247
FLS,Flowserve Corporation,Industrials,40.82,1.8291216,1.12,5427884956,463066000,12.9587301587302,19.6221349796186
FLR,Fluor Corp.,Industrials,55.31,1.4726508,1.99,7978485059,709756000,23.0458333333333,100.264629009996
FMC,FMC Corporation,Materials,80.87,0.785995,1.56,11273961835,557800000,15.3745247148289,13.4583622452915
F,Ford Motor,Consumer Discretionary,10.43,6.7843866,1.9,42414328338,9281000000,8.27777777777778,38.5523892039264
FTV,Fortive Corp,Industrials,69.14,0.39057052,2.46,24916503061,1508300000,9.64295676429568,13.3777910442055
FBHS,Fortune Brands Home & Security,Industrials,62.44,1.2618296,3.04,9624169008,814500000,16.6063829787234,33.8711416787979
BEN,Franklin Resources,Financials,38,2.332657,3,21759187973,2711300000,20.7650273224044,11.1794265601405
FCX,Freeport-McMoRan Inc.,Materials,17.16,1.1198208,1.24,25853969330,5347000000,4.68852459016393,10.3758870672972
GPS,Gap Inc.,Consumer Discretionary,31.17,2.8203557,1.69,12684517721,1959000000,7.93129770992367,27.6091438082974
GRMN,Garmin Ltd.,Consumer Discretionary,61.13,3.2339885,2.69,11840331607,736798000,19.468152866242,11.4908585361214
IT,Gartner Inc,Information Technology,114.26,0,2.31,10828314389,234935000,8.48255382331106,23.3445752057565
GD,General Dynamics,Industrials,206.05,1.5631542,9.55,64180390701,4618000000,37.8073394495413,100.603661026059
GE,General Electric,Industrials,14.45,3.147541,-0.72,132249296250,-206000000,8.5,13.2719657232427
GGP,General Growth Properties Inc.,Real Estate,21.62,4.005462,1.34,21018887283,1740540000,8.41245136186771,1.27148221245197
GIS,General Mills,Consumer Staples,53.99,3.5864594,2.77,31098243069,3107600000,7.4366391184573,26.4797335135335
GM,General Motors,Consumer Discretionary,40.75,3.5857513,6,61536606173,23541000000,30.6390977443609,72.338759124891
GPC,Genuine Parts,Consumer Discretionary,96.31,2.7198548,4.6,14554321748,1201517000,22.2424942263279,79.4482262529738
GILD,Gilead Sciences,Health Care,78.22,2.754954,9.95,108106822109,17590000000,18.9854368932039,15.017049015863
GPN,Global Payments Inc.,Information Technology,100.59,0.037622273,1.58,16920023264,960345000,21.2663847780127,17.4156697397587
GS,Goldman Sachs Group,Financials,246.35,1.1668612,8.61,96978500251,0,197.08,106.672035991799
GT,Goodyear Tire & Rubber,Consumer Discretionary,30.75,1.6731402,4.74,8244568238,2044000000,18.6363636363636,42.2820038881293
GWW,Grainger (W.W.) Inc.,Industrials,258.6,1.9700643,10.02,14639308205,1279846000,31.9259259259259,184.778351008271
HAL,Halliburton Co.,Energy,47.41,1.4489837,-0.53,43356557470,2910000000,10.0021097046413,22.1291562298826
HBI,Hanesbrands Inc,Consumer Discretionary,19.57,2.7322404,1.41,8006268615,926153000,3.17179902755267,11.9769142377052
HOG,Harley-Davidson,Consumer Discretionary,47.54,3.0218647,2.98,8158949890,1058817000,11.030162412993,28.6049520142002
HRS,Harris Corporation,Information Technology,149.84,1.4922442,4.43,18140726600,1368000000,25.4829931972789,50.7645908305882
HIG,Hartford Financial Svc.Gp.,Financials,53.34,1.7901897,2.27,19926305632,0,46.3826086956522,38.2652567108035
HAS,Hasbro Inc.,Consumer Discretionary,96.48,2.2304833,4.34,12732072001,1028425000,16.5773195876289,29.8001453621933
HCP,HCP Inc.,Real Estate,22.64,6.330197,1.33,10967755538,1412684000,11.492385786802,2.78573844647586
HP,Helmerich & Payne,Energy,64.87,4.1499925,-1.2,7345243806,483673000,40.0432098765432,17.3514790163191
HSIC,Henry Schein,Health Care,70.85,0,3.1,11452961984,1033985000,18.9438502673797,56.1324170452403
HES,Hess Corporation,Energy,43,2.2670596,-19.94,14016129999,-819000000,39.8148148148148,11.3742320740119
HPE,Hewlett Packard Enterprise,Information Technology,15.04,1.9280206,0.21,24800859640,3683000000,14.188679245283,10.2944838404667
HLT,Hilton Worldwide Holdings Inc,Consumer Discretionary,78.66,0.7315289,1.05,26242415796,2815000000,4.45161290322581,20.9043938107155
HOLX,Hologic,Health Care,38.8,0,2.64,11181493750,1561000000,9.7,8.07769577482382
HD,Home Depot,Consumer Discretionary,181.22,1.8610487,6.46,223378633329,16513000000,2.15532825880114,62.5664652170572
HON,Honeywell Int'l Inc.,Industrials,146.02,1.9710299,2.08,114422168609,8333000000,25.5726795096322,51.6557668470515
HRL,Hormel Foods Corp.,Consumer Staples,32.21,2.2907758,1.57,17338613096,1422305000,9.22922636103152,12.7945446381444
HST,Host Hotels & Resorts,Real Estate,18.75,4.1131105,1.02,14394715334,1547000000,9.28217821782178,5.27439097802905
HPQ,HP Inc.,Information Technology,19.92,2.6270628,1.49,34895294088,3700000000,30.1818181818182,22.2447970681536
HUM,Humana Inc.,Health Care,262.37,0.6040015,4.06,36973617235,0,78.7897897897898,283.431971519608
HBAN,Huntington Bancshares,Financials,15.1,2.8132992,1,16766497291,0,8.77906976744186,4.3005115444242
HII,Huntington Ingalls Industries,Industrials,225.37,1.2264713,12.15,10628247899,1107000000,37.3129139072848,119.086236517197
IDXX,IDEXX Laboratories,Health Care,169.28,0,2.94,15422885020,478307000,0.862749095357015,21.2256669069935
INFO,IHS Markit Ltd.,Industrials,43.73,0,1,17969275816,1018900000,19.5223214285714,8.64160935894396
ITW,Illinois Tool Works,Industrials,156.15,1.9089574,4.86,55994378108,3924000000,14.2083712465878,39.7468329104998
ILMN,Illumina Inc,Health Care,209.54,0,4.92,32295200000,1192000000,19.2415059687787,17.8880690403999
